n,Full Text,Score,Very.Pos,Very.Neg,Cleaned Text,Emotion,Polarity
673,@ChaseSupport i applied for a credit card and was accepted but never got my card or anything in the mail,0,0,0, i applied for a credit card and was accepted but never got my card or anything in the mail,unknown,positive
674,@ChaseSupport no personal loans <ed><U+00A0><U+00BD><ed><U+00B1><U+008E>,0,0,0, no personal loans edu00a0u00bdedu00b1u008e,unknown,positive
675,RT @ChaseSupport: @Bombaclotty What happened to make you feel this way? Please follow/DM details of your concerns. We'd like to see how we …,0,0,0, what happened to make you feel this way please followdm details of your concerns wed like to see how we …,joy,negative
676,RT @ChaseSupport: Have you picked up a new hobby yet? It’s National Hobby Month and our new favorite is underwater basket weaving! ^DS,1,0,0, have you picked up a new hobby yet it’s national hobby month and our new favorite is underwater basket weaving ds,unknown,neutral
677,@ChaseSupport Thanks for being so helpful after my flight was canceled. Far superior customer service than the actual airline! #thanksAnna5Y,2,1,0, thanks for being so helpful after my flight was canceled far superior customer service than the actual airline thanksanna5y,unknown,neutral
678,@ChaseSupport thank you for reaching out but unfortunately I do not have a name,0,0,0, thank you for reaching out but unfortunately i do not have a name,unknown,neutral
679,@chasesupport how do i get my new CC to show up on my online statement?,0,0,0, how do i get my new cc to show up on my online statement,sadness,negative
680,"Hey @Chase @ChaseSupport, why hasn't EMV been added to the @united card yet?  I think it's the only airline card without it now!",0,0,0,hey   why hasnt emv been added to the  card yet  i think its the only airline card without it now,unknown,positive
681,"I suppose when you work @ChaseSupport you're not obligated to call people back? I'm looking at you Felicia H, Danielle W &amp; Lucila B. #chase",1,0,0,i suppose when you work  youre not obligated to call people back im looking at you felicia h danielle w amp lucila b chase,unknown,negative
682,@ChaseSupport my friends got them in thier postal mail so wondering what's the eligibility criteria,0,0,0, my friends got them in thier postal mail so wondering whats the eligibility criteria,unknown,positive
683,@ChaseSupport some friends have got better than this (more than double what the link offers). Is there anyways i can get those,1,0,0, some friends have got better than this more than double what the link offers is there anyways i can get those,sadness,neutral
684,"@BofA_Help Bank of America

1550 Hudson Bridge Road, Stockbridge, GA",0,0,0," bank of america

1550 hudson bridge road stockbridge ga",unknown,negative
685,"@BofA_Help can you return the free checking? Or accept @AllyBank ACH? If not, then I'm gone.",1,0,0, can you return the free checking or accept  ach if not then im gone,unknown,positive
686,@BofA_Help it's time to end this relationship. $12 a month isn't worth it when @AllyBank  and @CapitalOne360 have free checking!!,2,1,0, its time to end this relationship 12 a month isnt worth it when   and  have free checking,unknown,positive
687,@BofA_Help i already send the DM by the way now i'm back to Thailand now,0,0,0, i already send the dm by the way now im back to thailand now,unknown,negative
688,@BofA_Help  I have called and were told we can't transfer our card balance over the phone or online and we need to do it in person.,0,0,0,  i have called and were told we cant transfer our card balance over the phone or online and we need to do it in person,unknown,neutral
689,@BofA_Help your deposit check feature on your mobile app is a complete joke on Android.,-1,0,0, your deposit check feature on your mobile app is a complete joke on android,unknown,positive
690,@qyvemuretor We're here on Twitter if you need assistance. Find us @BofA_Help.^sw,0,0,0, were here on twitter if you need assistance find us sw,unknown,negative
691,@BofA_Help I'm a long time customer of yours and I'm very disappointed that  I couldn't get a lower interest rate on my credit card!!!,-1,0,0, im a long time customer of yours and im very disappointed that  i couldnt get a lower interest rate on my credit card,joy,negative
692,@BofA_Help Is there something that can be done about your maintenance fees?? I can't afford them &amp; I'm considering finding a new bank.,1,0,0, is there something that can be done about your maintenance fees i cant afford them amp im considering finding a new bank,unknown,neutral
693,@BofA_Help I appreciate hearing back. I discussed my concerns with the banker there. Processes should be explained in full ahead of time.,0,0,0, i appreciate hearing back i discussed my concerns with the banker there processes should be explained in full ahead of time,joy,neutral
694,Just went to @BofA_Help ATM still showing full email  come on!,0,0,0,just went to  atm still showing full email  come on,unknown,positive
695,@BofA_Help I am not happy with the help I receive. I am trying to get rid of my overdraft and I need someone to help me,1,0,0, i am not happy with the help i receive i am trying to get rid of my overdraft and i need someone to help me,joy,negative
696,Second time @BofA_Community has shut of my card without notifying me. Now stuck with no access to my money. Thanks assholes. @BofA_Help,-1,0,0,second time  has shut of my card without notifying me now stuck with no access to my money thanks assholes ,unknown,positive
697,"@BofA_Help I'm abroad and my ATM card isn't functioning. Says ""invalid pin"" but my pin is correct. Don't have cell service, pls help",0,0,0, im abroad and my atm card isnt functioning says invalid pin but my pin is correct dont have cell service pls help,unknown,neutral
698,@BofA_Help i want to know can you open the acc for me again to transfer money into the account,0,0,0, i want to know can you open the acc for me again to transfer money into the account,unknown,positive
699,@BofA_Help i have a question. My account is already close but there is still money left that i have to pay $-12.05.,0,0,0, i have a question my account is already close but there is still money left that i have to pay 1205,joy,negative
700,@BofA_Help Please look at the whole case first. You can call me at any time at +995577454313 or DM contact person and I will call. Thanks/T,0,0,0, please look at the whole case first you can call me at any time at 995577454313 or dm contact person and i will call thankst,joy,neutral
701,"@BofA_Help why does the bofa app not see my pay account in billpay? I have one setup, but the app redirects to the instructions...",0,0,0, why does the bofa app not see my pay account in billpay i have one setup but the app redirects to the instructions,unknown,negative
702,"@BofA_Help are there anyway to stop the interest charges on purchase  on the CC account?
I will not be using my account for the next6 months",0,0,0," are there anyway to stop the interest charges on purchase  on the cc account
i will not be using my account for the next6 months",joy,neutral
703,@BofA_Help thank you for your help,1,0,0, thank you for your help,unknown,positive
704,"@BofA_Help how do I remove overdraft protection? I was charged over $175! Stop paying things when I have no money, then charging me for it!",1,0,0, how do i remove overdraft protection i was charged over 175 stop paying things when i have no money then charging me for it,unknown,positive
705,@BofA_Help  Hasn't been resolved. I'm  waiting on a response.,0,0,0,  hasnt been resolved im  waiting on a response,unknown,positive
706,"@BofA_Help You're welcome. Even though the issue was not resolved, thanks for your call.",0,0,0, youre welcome even though the issue was not resolved thanks for your call,unknown,positive
707,@BofA_Help One of my checking accounts is missing from my debit card - not linked. I'm unable to make deposits directly into that account.,-1,0,0, one of my checking accounts is missing from my debit card  not linked im unable to make deposits directly into that account,unknown,negative
708,"@BofA_Help I did get on the website, thank you, but you didn't have the card I wanted. :(",1,0,0, i did get on the website thank you but you didnt have the card i wanted ,sadness,neutral
709,@BofA_Help it's just a lot to deal with I wish there were some type of rewards for being a loyal customer or the overdraft fees weren't alot,1,0,0, its just a lot to deal with i wish there were some type of rewards for being a loyal customer or the overdraft fees werent alot,unknown,positive
710,@BofA_Help I'm so disappointed with the customer service I just received :(,-1,0,0, im so disappointed with the customer service i just received ,unknown,neutral
711,@BofA_Help no I hate you,-1,0,0, no i hate you,anger,negative
712,"@BofA_Help hi BofA, I fixed the situation this morning. Thank you for being attentive!!",2,1,0, hi bofa i fixed the situation this morning thank you for being attentive,unknown,positive
713,@BofA_Help yea I called them and resolved my problem.,-1,0,0, yea i called them and resolved my problem,unknown,neutral
714,@BofA_Help I have an existing one tho I just want a new image,0,0,0, i have an existing one tho i just want a new image,unknown,positive
715,.@BofA_Help I've spent hours on hold today trying to get my card reauthorized. Any recommendations for a new credit card company?,1,0,0, ive spent hours on hold today trying to get my card reauthorized any recommendations for a new credit card company,sadness,negative
716,"@BofA_Help Hi it isn't ""phishing"" email it's just SPAM email like home repair, fast cash offers etc. Im assuming BOA shares customer emails",2,1,0, hi it isnt phishing email its just spam email like home repair fast cash offers etc im assuming boa shares customer emails,joy,positive
717,@BofA_Help suck a fat fuckin sick you thieves!!!!!,-3,0,1, suck a fat fuckin sick you thieves,disgust,negative
