n,Cleaned Text,Emotion,Polarity
880,dear  a big thanks from all of the students out there that really needed to pay tuition today but were stopped thanks to limits,unknown,neutral
881, the explanation as to why i am dropping the td bank after 30 years it takes effort to lose banking customer ,unknown,negative
882, why dont my rbc di statements calculate my rate of return  ,unknown,positive
883, the link how do i change my trip wont work in my email and i didnt book the ticket,unknown,positive
884, booked a flight thru rbc rewards that got cancelled is there a way to rebook online i know the phones are closed now,unknown,negative
885, i just tried but your system wouldnt accept my message,unknown,positive
886,  i have been an rbc client since 1979 amp have been a very satified customer  loyalty customerservice,joy,positive
887, help kids being bullied stick ur tongue out against bullying for the glabberchallenge  ,fear,negative
888,     i would hope that my bank would at least be up the standards of  or ,unknown,negative
889, lmao not ur fault my mother just favours the banks around there for some reason Ì†Ìê,unknown,neutral
890, can rbc clients make investments in the sampp500 index,unknown,positive
891, this is not a good security when you guys will make two factor auth available to us is rsa token only for business accounts,joy,positive
892, really disappointed that my paycheque still hasnt cleared its been over a week,unknown,negative
893, just want to make sure but is this a legit  18772145948 just got an automated call from it asking for postal code or dob,unknown,positive
894, so rrsp season is upon us and ive got a question can i get an rrsp loan from the bank to put into my rrsp from work,sadness,negative
895, yep thanksyes my branch in shpk does provide that service at the atms now if only global warming would move in this afternoon,joy,positive
896,im still trying to figure out why my  still doesnt have twofactorauth seriously     ,unknown,negative
897, please keep in mind the time difference im at 5h of ottawa time,joy,neutral
898, sons investment to change from conservative to balanced later told not accepted in on as bc address homeon studentbc not 1st time,unknown,positive
899, im new landed immigrant here is it possible to open an account tomorrow any nearest branch in kildare east ave,unknown,neutral
900, is was at the westlock alberta branch today,unknown,positive
901,i make banking fun and im honored to serve n advise clients from across the globe been having so much fun today   ,unknown,negative
902, a big boo to your park royal branch for not letting me pay my moms visa wo poa  poor service,sadness,negative
903, just always line ups there and has been the last 6 months even the tellers dont know why its like that,joy,positive
904,when is mobile cheque deposit going to finally come to  was supposed to be out in november wasnt it  ,unknown,negative
905, youre not following me so i cant,unknown,positive
906, do you not offer your line chat feature any longer i loved it,unknown,positive
907, is your internet banking down my account says it cant identify me,joy,negative
908, have more than 1 branch in all of toronto,unknown,positive
909, hi cody is there anything we can help with via social media were here to try to help in any way we can dh,unknown,negative
910, i think it would be great to just tape a photocopied sign to my window when i felt like closing early too,joy,positive
911, fix this pdf then you might not have to apologize for finding yet another way to disappoint your customers ,unknown,negative
912, and thanks for simon the guy who called me we resolve all problems together,joy,neutral
913, thank you rbc i really appreciate your care about customers,joy,positive
914, thank you,unknown,positive
915, oui merci jviens de le reporter ,unknown,positive
916, thanks have a great new years eve,joy,positive
917, are branches open on january 2,unknown,positive
918, thanks,unknown,positive
919, im still getting the automated message when i call the quebec office at 18002973250,unknown,negative
920, can you please tell me if the main branch in dartmouth ns on  portland street is open today,joy,positive
921, what time are the banks in halifax ns open until today dec 31,unknown,positive
922, 14 spots in the comp avioner valet parking  and ‚Äúparking full‚Äù sign out avionerscantdothat cc ,unknown,positive
