"","x"
"1606","@jaimemanels @BofA_Help Thanks for sharing this - we also reported to @PeoplesUnited (2nd screenshot)"
"1607","@BofA_Help I never said you did l. I simply said you report credit card payments or non payments to the credit bureaus. <U+270B>"
"1608","@BofA_Help Very helpful. Thank you."
"1609","@BofA_Help can't log on to bofa site... using chrome."
"1610","@BofA_Help You guys ever going to setup two-factor authentication? #websec"
"1611","@BofA_Help thanks!"
"1612","@BofA_Help still waiting for progress on a loan assumption that should have taken max 90 days. Been 120 plus and still waiting"
"1613","@BofA_Help My account was set up when I worked in America 6 months ago, now I'm back home in Australia. But I'm getting charged $12 a month?"
"1614","@BofA_Help hi, i have a baggage question to ask. Is there a number i can call and talk to someone now?"
"1615","I'm at Bank of America - @bofa_help in Atlanta, GA https://t.co/Vb5hjVpIT5"
"1616","RT @1Pridemore: @BofA_Help fuck off"
"1617","@BofA_Help Thank you."
"1618","RT @BofA_Help: @deeyonceeee It was nice speaking with you this evening. Thank you for giving us the opportunity to address your concerns.^kr"
"1619","@BofA_Help no, your lines are too long. 2 bank tellers for more than 15 people waiting in line"
"1620","@BofA_Help 3371 U.S. Highway 1, Mercer Mall, Lawrenceville, NJ 08648"
"1621","@BofA_Help @aricampbell1 Hope you can keep up with @AmericanExpress ..."
"1622","@BofA_Help well yet another conversation staff sez fee cant be reversed then someone could but not them. Blindsided by fees #BoA_help"
"1623","RT @BofA_Help: @AKORN_WIT_M3 We are here to help, listen, and learn from our customers and are glad to assist with any account related inqu…"
"1624","@BofA_Help it's all taken care of thanks!"
"1625","RT @BofA_Help: @StillMsWilson Glad you were able to get it resolved. Please let us know if you need any future help. ^ys"
"1626","RT @BofA_Help: @NoirBisous__ Thank you for the feedback! We appreciate your support. ^gc"
"1627","@BofA_Help passed the bills ahead"
"1628","@BofA_Help Sorry but the info you requested Name-Christopher Hardaway, Zip 38068 Phone No 9012867831 small business account"
"1629","Thanks Mike and Yamila for helping me out @BofA_Help"
"1630","@BofA_Help still have a credit card through y'all, so all is not lost"
"1631","@BofA_Help Name- Christopher Hardaway Zip 38068, Phone  but 9013566190 small business account"
"1632","@BofA_Help yes the problem got slove. Thanks anyway"
"1633","@BostonStrong @BofA_Help Looking forward to follow-up from today #Hopeful"
"1634","@BofA_Help fuck off"
"1635","@BofA_Help Bank of America thank your overdraft department for making steps in the RIGHT direction . #social cserv team needs some training"
"1636","@BofA_Help Still angry. #CustomerServiceProblems Sent you a DM that was ignored with proof."
"1637","@BofA_Help I""m the president of a small company AUTO SOUTH Management. I need a passcode sent so I can log into my account. Can you help me?"
"1638","@BofA_Help need help with my BOFA account?"
"1639","@BofA_Help Thank you ^nv for your help today.  Still confused about my accounts where it says processing but balance decreases"
"1640","@BofA_Help you have my name. It's Patty Hayles! YOUR MOVE"
"1641","@BofA_Help thanks but i was able to get the info"
"1642","@BofA_Help Thanks! #respect .Just dm'd u. He looks so cold, shivering away out there all week long. Can't he at least stand inside the door?"
"1643","@BofA_Help I actually figured it out thank u!"
"1644","@BofA_Help oh sorry I went to the branch and they did all support appreciate your concern"
"1645","@BofA_Help why DM? So you can ignore me AGAIN!?! List- cust serv. your fees are unfair. Now I remember WHY we took our mortgage elsewhere!"
"1646","@BofA_Help I'm having trouble with my DM. My job is asking for a form to do direct deposit. I'll be checking one of the locations tomorrow."
"1647","@BofA_Help No. It was not solved and I'm looking to close my account and bank elsewhere"
"1648","@BofA_Help the lawrenceville atm machine needs to be replaced. It's not working properly."
"1649","@BofA_Help to do direct deposit, do I need to go to a bank location first?"
"1650","@BofA_Help What's the ATM surcharge on withdrawal from a Wells Fargo ATM?"
"1651","@BofA_Help there is an overdraft fee for 35 dollars. I want it taken out or I'm closing my account"
"1652","@BofA_Help no, it's fine, I just transferred money using my Chase account <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>"
"1653","@BofA_Help it seems to be all set now, thank you!!"
"1654","@BofA_Help you guys offerened nothing to compensate the time and inconveniences you have caused me. Being with you 20 years it is appalling."
"1655","@BofA_Help my bank account has been positive all week and I randomly got hit with an overdraft fee! #iwantmymoneyback"
"1656","@BofA_Help how do I find out if an account is still active? I found an old statement from 2005 &amp; I don't remember ever closing the account."
"1657","@BofA_Help -8 windchill/windchill advisory &amp; u still force ur security guard 2 stand out in cold at clybourn &amp; halstead. #sowrong #Shameful"
"1658","@BofA_Help Gladly taking my business elsewhere. This is the 3rd time something has happened with my account. 2nd time for something similar"
"1659","@BofA_Help according to customer service there is nothing you can do about the overdraft fee Ive been unfairly charged."
"1660","@BofA_Help help a nigga out real quick <ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"1661","@BofA_Help transactions I didn't make charged to my account"
"1662","@BofA_Help Hello. Can I deposit money into my checking  account from non bank atms?"
"1663","@BofA_Help @PattyHayles  no! And he was a smart butt about it too! #RUDE"
"1664","@BofA_Help for what? Was it you that helped me?"
"1665","@BofA_Help I waited in line for an hour... Yesterday. Just what can you do now besides make a deposit in my account <ed><U+00A0><U+00BD><ed><U+00B1><U+0080>"
"1666","@BofA_Help It would be really helpful if you could put me in touch with a bank willing to sell me euros, in the Tampa area, in February."
"1667","@BofA_Help got it sorted in the end, appreciate the follow up, thanks!"
"1668","@BofA_Help I was already on the phone with a helpful rep. After 3 unhelpful, I was finally satisfied thanks"
"1669","@BofA_Help no I already called customer service &amp; it was a fail but thanks."
"1670","@BofA_Help the BofA on the Prince William parkway (2850) is ridiculous. The cashier's check machine isn't working. There should be a back up"
"1671","@BofA_Help I don't need a book of checks -- just want to walk up to an ATM and print a single check when I need it."
"1672","@BofA_Help I called in and got everything taken care of. Thanks!"
"1673","@BofA_Help need help! I have a couple questions"
